KESİNTİ_NO,cagri_count
2343609,3.0
2337141,3.0
2321563,2.0
2335354,2.0
2340439,2.0
2357971,2.0
2357335,2.0
2320091,5.0
2321544,3.0
2346059,2.0
2320296,2.0
2343472,3.0
2333700,2.0
2351238,2.0
2345739,45.0
2357868,3.0
2362625,6.0
2340335,2.0
2319623,2.0
2360714,2.0
2337879,3.0
2353767,4.0
2343732,5.0
2345603,12.0
2342154,3.0
2350403,9.0
2340642,2.0
2317330,2.0
2353148,3.0
2346633,3.0
2350355,2.0
2320193,3.0
2347515,4.0
2320632,2.0
2358687,4.0
2346559,3.0
2358393,2.0
2347735,3.0
2317271,1.0
2346910,3.0
2333456,2.0
2359794,6.0
2350461,4.0
2345910,17.0
2317288,2.0
2348693,3.0
2345228,3.0
2351846,2.0
2350509,3.0
2347819,2.0
2343245,2.0
2359301,13.0
2352625,3.0
2340449,8.0
2341254,3.0
2336075,4.0
2344626,4.0
2364314,4.0
2341562,2.0
2358718,3.0
2317883,7.0
2348081,4.0
2346733,4.0
2347259,3.0
2364438,4.0
2346455,11.0
2342790,6.0
2348236,3.0
2334249,2.0
2354902,2.0
2338236,2.0
2363412,2.0
2337264,1.0
2338662,2.0
2348727,3.0
2351696,4.0
2355947,4.0
2343033,4.0
2348700,6.0
2315868,2.0
2350365,9.0
2346660,4.0
2346798,5.0
2360242,2.0
2321983,2.0
2350992,2.0
2355023,3.0
2319727,4.0
2319702,14.0
2354435,12.0
2334056,3.0
2347607,8.0
2345023,4.0
2346782,4.0
2321988,3.0
2347333,2.0
2351599,3.0
2322252,2.0
2348565,4.0
2341767,6.0
2339159,3.0
2358756,4.0
2316367,2.0
2363401,2.0
2345392,5.0
2358260,5.0
2343176,4.0
2336951,2.0
2358818,4.0
2335362,3.0
2349207,2.0
2342845,3.0
2356595,4.0
2354933,12.0
2332763,4.0
2316365,2.0
2366010,3.0
2349975,4.0
2361021,2.0
2339008,2.0
2351081,4.0
2346841,2.0
2349822,3.0
2351769,5.0
2338953,3.0
2353879,2.0
2320540,2.0
2320857,3.0
2320706,3.0
2337157,3.0
2318303,4.0
2332729,10.0
2351785,3.0
2359372,3.0
2355073,4.0
2351790,3.0
2363092,2.0
2322475,2.0
2359897,8.0
2346623,15.0
2364519,3.0
2321784,1.0
2365138,3.0
2350494,3.0
2346706,4.0
2344081,4.0
2346560,7.0
2336302,2.0
2318963,2.0
2336446,7.0
2340634,1.0
2350830,2.0
2346810,12.0
2366138,4.0
2317971,2.0
2347273,4.0
2365097,2.0
2344926,3.0
2361353,2.0
2361297,2.0
2354400,2.0
2320329,2.0
2346576,4.0
2341636,4.0
2354966,3.0
2343714,4.0
2322104,3.0
2317065,3.0
2333483,2.0
2363065,3.0
2346653,6.0
2348570,2.0
2346750,7.0
2350598,9.0
2353580,4.0
2341345,2.0
2318011,2.0
2334637,3.0
2337032,4.0
2343285,4.0
2345168,6.0
2317431,4.0
2339494,2.0
2334496,2.0
2348703,4.0
2342378,5.0
2337536,2.0
2321991,3.0
2319988,2.0
2348050,3.0
2320297,3.0
2344494,3.0
2316875,2.0
2352832,3.0
2349559,3.0
2355572,3.0
2361597,3.0
2362586,3.0
2357137,3.0
2321498,6.0
2340921,4.0
2354604,4.0
2350779,4.0
2354384,3.0
2345061,3.0
2342761,3.0
2346512,4.0
2332572,6.0
2350831,8.0
2352506,3.0
2343870,5.0
2333287,3.0
2341161,2.0
2338467,6.0
2318608,4.0
2320692,8.0
2362573,4.0
2365157,8.0
2355561,4.0
2333831,3.0
2349238,3.0
2344617,4.0
2321509,3.0
2317352,4.0
2358092,5.0
2359506,3.0
2345856,7.0
2356011,4.0
2356396,2.0
2345152,6.0
2349906,4.0
2349310,4.0
2339906,4.0
2337981,5.0
2321088,6.0
2332849,17.0
2361464,3.0
2354038,4.0
2339650,2.0
2335294,4.0
2332573,3.0
2332685,19.0
2353378,4.0
2358835,4.0
2345789,7.0
2321194,5.0
2353532,6.0
2351392,4.0
2320176,4.0
2363806,3.0
2332741,3.0
2332832,8.0
2343466,4.0
2350074,5.0
2322180,2.0
2338065,2.0
2358801,3.0
2317726,5.0
2358357,4.0
2344697,3.0
2340538,11.0
2347015,8.0
2346757,16.0
2348619,3.0
2360078,4.0
2317794,4.0
2350573,4.0
2346289,5.0
2354935,4.0
2343309,4.0
2336553,3.0
2335953,4.0
2344967,4.0
2337160,3.0
2356010,4.0
2350524,2.0
2349429,3.0
2332778,3.0
2333237,2.0
2364711,3.0
2340477,4.0
2345088,3.0
2345537,3.0
2335220,3.0
2319581,3.0
2342704,2.0
2361137,3.0
2363774,2.0
2351756,3.0
2342914,4.0
2343014,3.0
2343094,2.0
2344414,3.0
2352270,4.0
2349326,6.0
2335127,9.0
2354955,3.0
2338759,2.0
2321734,2.0
2362155,2.0
2362478,3.0
2345229,32.0
2355422,1.0
2348410,6.0
2354044,5.0
2362072,6.0
2362050,3.0
2361079,2.0
2351680,6.0
2320400,16.0
2344417,46.0
2342676,6.0
2318078,0.0
2333893,2.0
2340749,2.0
2318989,3.0
2364741,18.0
2354846,17.0
2336891,21.0
2341613,32.0
2354728,0.0
2354735,0.0
2356055,38.0
2355990,17.0
2332533,23.0
2343437,27.0
2354556,0.0
2336039,10.0
2336019,15.0
2318218,18.0
2334150,23.0
2359306,2.0
2359259,2.0
2340543,350.0
2351211,14.0
2333682,8.0
2348072,100.0
2357700,40.0
2361743,5.0
2359210,16.0
2341441,1.0
2342751,17.0
2359926,6.0
2344180,2.0
2344191,2.0
2344500,13.0
2317179,10.0
2347136,10.0
2355140,12.0
2317447,16.0
2317181,23.0
2335995,23.0
2335814,15.0
2352124,9.0
2358256,10.0
2348749,0.0
2340044,24.0
2320247,7.0
2319303,9.0
2333301,13.0
2317176,8.0
2317217,8.0
2356537,5.0
2362457,4.0
2342795,6.0
2348420,6.0
2342322,10.0
2317681,22.0
2364047,2.0
2362325,16.0
2341947,2.0
2345563,6.0
2346648,19.0
2358555,3.0
2340195,14.0
2337589,3.0
2338998,5.0
2346272,4.0
2319767,7.0
2355528,5.0
2336674,12.0
2351712,18.0
2360170,3.0
2345871,19.0
2352015,5.0
2352331,4.0
2342272,3.0
2342258,2.0
2359283,9.0
2360128,2.0
2335756,13.0
2358683,5.0
2358033,5.0
2341805,2.0
2340551,4.0
2349731,47.0
2355766,10.0
2348059,4.0
2354030,4.0
2349105,8.0
2357894,3.0
2361563,6.0
2355827,13.0
2335082,4.0
2320084,6.0
2320100,3.0
2339823,7.0
2342908,9.0
2334234,3.0
2362641,4.0
2340887,2.0
2345573,5.0
2342892,6.0
2347077,10.0
2364546,9.0
2364983,16.0
2319133,12.0
2339109,25.0
2353657,20.0
2336056,39.0
2351718,10.0
2351099,11.0
2319845,5.0
2350908,6.0
2341823,4.0
2341689,11.0
2352476,18.0
2344889,16.0
2352972,27.0
2339131,109.0
2350418,15.0
2350505,24.0
2351162,39.0
2347294,22.0
2352681,28.0
2351572,34.0
2352130,43.0
2320060,15.0
2352280,12.0
2360846,0.0
2359956,3.0
2319012,5.0
2320941,2.0
2362656,6.0
2358426,6.0
2337086,10.0
2349832,2.0
2362489,3.0
2320061,2.0
2316989,7.0
2365135,7.0
2348176,3.0
2348060,11.0
2359128,3.0
2316697,6.0
2316228,9.0
2359217,13.0
2360401,4.0
2342760,8.0
2340572,8.0
2319174,4.0
2350401,7.0
2350317,5.0
2351532,4.0
2318304,3.0
2355564,5.0
2350279,3.0
2343119,14.0
2340742,9.0
2340626,9.0
2336520,4.0
2335370,5.0
2334867,2.0
2320114,3.0
2356021,4.0
2361298,3.0
2350451,3.0
2353437,1.0
2353926,30.0
2350768,17.0
2341757,12.0
2347715,6.0
2363285,9.0
2365687,3.0
2364204,7.0
2364330,2.0
2354721,15.0
2315986,3.0
2342799,0.0
2341745,11.0
2350040,15.0
2316945,47.0
2320250,9.0
2344737,6.0
2357239,3.0
2316658,9.0
2344922,12.0
2348566,0.0
2363826,8.0
2319197,4.0
2333639,6.0
2321496,12.0
2362171,5.0
2321497,21.0
2334022,15.0
2345650,9.0
2340794,9.0
2317752,19.0
2350100,9.0
2316855,6.0
2336645,5.0
2350183,5.0
2336630,4.0
2318689,10.0
2342864,9.0
2350204,12.0
2353087,4.0
2362715,11.0
2354131,8.0
2340513,7.0
2334382,5.0
2343757,2.0
2365311,7.0
2348085,4.0
2317785,20.0
2333495,41.0
2332909,5.0
2352914,45.0
2342636,12.0
2321261,14.0
2348611,15.0
2334486,9.0
2365373,23.0
2341228,13.0
2335304,48.0
2358640,79.0
2339736,7.0
2359528,6.0
2322172,2.0
2333732,8.0
2315917,3.0
2341738,3.0
2353825,120.0
2360615,130.0
2336569,4.0
2335851,2.0
2321520,6.0
2345234,0.0
2351922,0.0
2337316,0.0
2338393,0.0
2354228,0.0
2319861,5.0
2362151,1.0
2345518,8.0
2348588,15.0
2362847,13.0
2320826,9.0
2339337,14.0
2349687,8.0
2355677,6.0
2319777,4.0
2354135,4.0
2319965,4.0
2336923,124.0
2337609,2.0
2334038,8.0
2321065,15.0
2317163,44.0
2352434,3.0
2319798,6.0
2318900,2.0
2347232,30.0
2360917,6.0
2358728,8.0
2345913,10.0
2342562,6.0
2336601,2.0
2334127,25.0
2321283,15.0
2354569,18.0
2354678,5.0
2316430,6.0
2346773,14.0
2355549,21.0
2348442,6.0
2339254,4.0
2342713,2.0
2365632,3.0
2333491,2.0
2345040,2.0
2335670,3.0
2345804,5.0
2355317,4.0
2359281,7.0
2320862,10.0
2339749,6.0
2359384,7.0
2355503,5.0
2319490,4.0
2341035,2.0
2344089,3.0
2342906,4.0
2343394,3.0
2339985,2.0
2346880,5.0
2332740,5.0
2338049,3.0
2350271,3.0
2332771,4.0
2342267,2.0
2333690,3.0
2346548,6.0
2349780,3.0
2321310,5.0
2339493,2.0
2340617,4.0
2340064,2.0
2340266,6.0
2352073,3.0
2363184,4.0
2359734,2.0
2350824,5.0
2320459,3.0
2340778,3.0
2363433,4.0
2316627,3.0
2341340,3.0
2339190,7.0
2364301,5.0
2354324,4.0
2317264,4.0
2319832,2.0
2322140,3.0
2363723,3.0
2358526,3.0
2358194,6.0
2344085,8.0
2353487,4.0
2354929,4.0
2358508,4.0
2362071,6.0
2352351,10.0
2350070,3.0
2355117,3.0
2322452,2.0
2320849,4.0
2333521,4.0
2355042,8.0
2333543,3.0
2335173,3.0
2336906,3.0
2345894,5.0
2355536,3.0
2356619,5.0
2362102,4.0
2351619,3.0
2338243,3.0
2339129,3.0
2360795,9.0
2353199,2.0
2349140,3.0
2348077,5.0
2356948,2.0
2319733,10.0
2366050,9.0
2340737,3.0
2339848,3.0
2354362,8.0
2349989,4.0
2353521,4.0
2352290,4.0
2357178,5.0
2365177,4.0
2349300,19.0
2363624,3.0
2363904,2.0
2337722,5.0
2344632,6.0
2365668,4.0
2350372,3.0
2339456,4.0
2361671,4.0
2341065,8.0
2350288,13.0
2345818,13.0
2362582,3.0
2362025,5.0
2351258,2.0
2351866,3.0
2366018,3.0
2350214,3.0
2359270,5.0
2351228,5.0
2355664,5.0
2341571,5.0
2364861,2.0
2351065,4.0
2360385,2.0
2317575,2.0
2343026,3.0
2360791,3.0
2356346,2.0
2319252,3.0
2318216,7.0
2352339,47.0
2354826,2.0
2319487,2.0
2341748,13.0
2342260,3.0
2320609,6.0
2354439,9.0
2335166,5.0
2321993,12.0
2361711,10.0
2362427,48.0
2320894,31.0
2361302,33.0
2345533,41.0
2316463,17.0
2346056,13.0
2361288,6.0
2358418,1.0
2333255,180.0
2363800,4.0
2365381,5.0
2364781,5.0
2321741,5.0
2350873,7.0
2338869,1.0
2340358,3.0
2357685,6.0
2344718,9.0
2357923,23.0
2351644,20.0
2359887,3.0
2333268,1.0
2318459,4.0
2336767,2.0
2352724,7.0
2344698,7.0
2359258,5.0
2358704,7.0
2347254,13.0
2359744,1.0
2333264,5.0
2315857,2.0
2347074,4.0
2334819,3.0
2340638,2.0
2340403,1.0
2335827,16.0
2351767,5.0
2351609,7.0
2334053,14.0
2336541,7.0
2353581,4.0
2337601,2.0
2337288,8.0
2320158,20.0
2316097,5.0
2316205,1.0
2361791,9.0
2355437,5.0
2339659,3.0
2356540,4.0
2341214,3.0
2346432,2.0
2332772,12.0
2336015,8.0
2353083,4.0
2348792,3.0
2356438,2.0
2353667,9.0
2319613,4.0
2319450,4.0
2319430,4.0
2365380,10.0
2337547,10.0
2355963,16.0
2332704,5.0
2344099,7.0
2335899,10.0
2365997,11.0
2340799,7.0
2362430,7.0
2362194,18.0
2358378,9.0
2346709,18.0
2344226,17.0
2363051,4.0
2319763,7.0
2349760,8.0
2320289,6.0
2350795,7.0
2353649,7.0
2322090,10.0
2319881,7.0
2319989,4.0
2335357,8.0
2339745,14.0
2345995,12.0
2349724,11.0
2316496,32.0
2345766,24.0
2357662,0.0
2319884,4.0
2348760,12.0
2333516,7.0
2350237,5.0
2315884,9.0
2337684,62.0
2352303,9.0
2344263,39.0
2333951,13.0
2361658,10.0
2345992,10.0
2345831,16.0
2332920,9.0
2332947,2.0
2317121,5.0
2352230,3.0
2363679,3.0
2358174,5.0
2338253,2.0
2339761,9.0
2364369,225.0
2361062,210.0
2338566,24.0
2349941,11.0
2346568,18.0
2320125,13.0
2342191,7.0
2355436,35.0
2319278,10.0
2319220,6.0
2361755,7.0
2351837,1.0
2344164,6.0
2341362,7.0
2339355,3.0
2320924,7.0
2365301,7.0
2321660,3.0
2317197,244.0
2317503,3.0
2317734,3.0
2317540,5.0
2337061,8.0
2359541,5.0
2316588,9.0
2318466,39.0
2337306,3.0
2350833,8.0
2364351,11.0
2338021,0.0
2338200,0.0
2357561,9.0
2353173,1.0
2322210,0.0
2354842,1.0
2358808,14.0
2354136,7.0
2340152,0.0
2336618,0.0
2343008,0.0
2354158,9.0
2354994,0.0
2315872,2.0
2335440,3.0
2343076,8.0
2318237,2.0
2342006,2.0
2361343,39.0
2357598,47.0
2358901,24.0
2361722,28.0
2316759,13.0
2364667,13.0
2358981,37.0
2352094,11.0
2363296,22.0
2335149,3.0
2365904,2.0
2346923,83.0
2315855,11.0
2362156,25.0
2358900,30.0
2361715,7.0
2361283,12.0
2357714,3.0
2332931,8.0
2316385,12.0
2360907,5.0
2316940,7.0
2321550,5.0
2350564,4.0
2339314,4.0
2342843,4.0
2318424,5.0
2343915,6.0
2343097,4.0
2353068,4.0
2360734,5.0
2340677,8.0
2351260,7.0
2361898,6.0
2349279,42.0
2344051,4.0
2321541,0.0
2318638,0.0
2318659,16.0
2353592,101.0
2359667,22.0
2347137,5.0
2343913,15.0
2340021,19.0
2355150,8.0
2322211,6.0
2357980,8.0
2348776,6.0
2350563,7.0
2318588,14.0
2337420,53.0
2338490,6.0
2341595,2.0
2363417,4.0
2319713,38.0
2342586,38.0
2320710,4.0
2322370,4.0
2359537,6.0
2360140,13.0
2358842,11.0
2363886,19.0
2335164,0.0
2345943,8.0
2355416,3.0
2353035,27.0
2351119,50.0
2353542,4.0
2351752,14.0
2321003,10.0
2318509,9.0
2356651,7.0
2365867,41.0
2357858,17.0
2365868,51.0
2357861,32.0
2355974,18.0
2357232,9.0
2336489,7.0
2334516,0.0
2355538,4.0
2352504,7.0
2343370,11.0
2339303,3.0
2352378,7.0
2334429,25.0
2365216,22.0
2332731,6.0
2340694,5.0
2341585,9.0
2344646,4.0
2348641,53.0
2363855,15.0
2350878,51.0
2357337,4.0
2358813,10.0
2344055,13.0
2353970,6.0
2341959,6.0
2337958,15.0
2355494,6.0
2357244,1.0
2348815,7.0
2320580,6.0
2316752,6.0
2343731,9.0
2344920,6.0
2344629,13.0
2345966,4.0
2361310,10.0
2345549,7.0
2339281,3.0
2355081,9.0
2318281,1.0
2351689,5.0
2342856,6.0
2359585,3.0
2347820,4.0
2318824,2.0
2349819,3.0
2348003,5.0
2352237,5.0
2360547,5.0
2348064,6.0
2355233,2.0
2333967,7.0
2339093,6.0
2360354,1.0
2356519,8.0
2365434,4.0
2358059,1.0
2339842,0.0
2359471,11.0
2335206,21.0
2317221,44.0
2318444,9.0
2333617,11.0
2342611,5.0
2333451,7.0
2317268,3.0
2348934,10.0
2333644,12.0
2319722,26.0
2317611,16.0
2333552,13.0
2342333,10.0
2338479,6.0
2337314,8.0
2337270,5.0
2337413,9.0
2337453,0.0
2344870,7.0
2320883,3.0
2317840,5.0
2358432,5.0
2320806,28.0
2350277,6.0
2335274,2.0
2322382,0.0
2334353,5.0
2344696,6.0
2334944,4.0
2342271,3.0
2341099,12.0
2360940,4.0
2346024,5.0
2344590,6.0
2346892,4.0
2365643,4.0
2345702,28.0
2344550,4.0
2362114,4.0
2355060,5.0
2357540,6.0
2357511,137.0
2359562,17.0
2356795,45.0
2348756,14.0
2319973,99.0
2342822,37.0
2337483,55.0
2337577,30.0
2322392,1.0
2346108,0.0
2346577,16.0
2316393,9.0
2321012,11.0
2319656,2.0
2340650,17.0
2335273,4.0
2344688,0.0
2342278,1.0
2346914,12.0
2344671,5.0
2342126,17.0
2346724,17.0
2351213,5.0
2354834,2.0
2343012,13.0
2335707,7.0
2335896,4.0
2338183,4.0
2346365,2.0
2345673,6.0
2341222,13.0
2358714,11.0
2353353,18.0
2343939,4.0
2342010,5.0
2339136,6.0
2338941,11.0
2348571,8.0
2337743,16.0
2316683,7.0
2346046,7.0
2341710,3.0
2317304,18.0
2320947,4.0
2333156,19.0
2333077,136.0
2333155,61.0
2317230,43.0
2332925,3.0
2334347,3.0
2347960,3.0
2349341,4.0
2316879,18.0
2351507,5.0
2317312,8.0
2321999,1.0
2351558,7.0
2340487,10.0
2348810,6.0
2340124,1.0
2319411,7.0
2335353,8.0
2362030,4.0
2348850,7.0
2364380,5.0
2344084,49.0
2319752,4.0
2333188,3.0
2335373,11.0
2333450,25.0
2365682,6.0
2365910,3.0
2341184,2.0
2350717,57.0
2365788,27.0
2320940,35.0
2359653,0.0
2321796,6.0
2334258,0.0
2321051,42.0
2365920,24.0
2320933,5.0
2345406,0.0
2321558,51.0
2363450,33.0
2365653,49.0
2342253,1.0
2360713,6.0
2341734,2.0
2334070,8.0
2334100,5.0
2351221,29.0
2320897,16.0
2319054,3.0
2339311,3.0
2361480,4.0
2337679,3.0
2351310,14.0
2362936,8.0
2355958,58.0
2342998,0.0
2320613,21.0
2355824,14.0
2348480,4.0
2344280,13.0
2351015,81.0
2337259,2.0
2353714,92.0
2320798,51.0
2344222,18.0
2320770,104.0
2320890,9.0
2336697,3.0
2316981,2.0
2319400,289.0
2317676,2.0
2356545,6.0
2332833,8.0
2332784,26.0
2341032,4.0
2321227,9.0
2348069,12.0
2350909,10.0
2337946,13.0
2356497,25.0
2358942,11.0
2344305,16.0
2347991,19.0
2358101,131.0
2322177,36.0
2349241,126.0
2341259,5.0
2350544,4.0
2350645,5.0
2366066,11.0
2341047,6.0
2344161,6.0
2352783,11.0
2345646,0.0
2361678,26.0
2353831,16.0
2335979,0.0
2351833,0.0
2336107,30.0
2321698,32.0
2338075,0.0
2352566,18.0
2364845,8.0
2338848,4.0
2343447,17.0
2358773,66.0
2357886,72.0
2355271,4.0
2321529,3.0
2344297,7.0
2345003,177.0
2342814,22.0
2338847,10.0
2336027,0.0
2322162,0.0
2342832,0.0
2349888,95.0
2341372,16.0
2342382,28.0
2353853,15.0
2319342,10.0
2322494,2.0
2339037,6.0
2363356,3.0
2338337,3.0
2319728,8.0
2355248,67.0
2322131,28.0
2355277,5.0
2322332,13.0
2343617,4.0
2349674,71.0
2351516,7.0
2349927,15.0
2351096,9.0
2363447,3.0
2342357,6.0
2350328,45.0
2349714,4.0
2319144,24.0
2355707,11.0
2359415,15.0
2336378,0.0
2351109,3.0
2338169,27.0
2335781,53.0
2316207,4.0
2361968,13.0
2358350,3.0
2320434,15.0
2319359,49.0
2340036,7.0
2337523,19.0
2320109,12.0
2317277,13.0
2335624,21.0
2362707,0.0
2346010,1.0
2335610,11.0
2335582,15.0
2364473,5.0
2354279,3.0
2354525,17.0
2347416,8.0
2336338,43.0
2342202,3.0
2336531,14.0
2332905,19.0
2341832,37.0
2320213,26.0
2341633,0.0
2356423,24.0
2340138,4.0
2344660,4.0
2341730,13.0
2366117,41.0
2332543,27.0
2348780,14.0
2355003,9.0
2347090,21.0
2357402,4.0
2315886,4.0
2349136,21.0
2346417,3.0
2334701,4.0
2335384,8.0
2346020,11.0
2319285,20.0
2342139,7.0
2318498,10.0
2333814,5.0
2319233,49.0
2318105,12.0
2358799,16.0
2350919,11.0
2345994,5.0
2317343,18.0
2358794,24.0
2346028,0.0
2335798,13.0
2359019,5.0
2358246,6.0
2361555,5.0
2361573,10.0
2339777,2.0
2351792,7.0
2338921,7.0
2349458,5.0
2319044,0.0
2345460,0.0
2364634,0.0
2361076,0.0
2356565,20.0
2359707,3.0
2358437,2.0
2335853,6.0
2343283,34.0
2316490,36.0
2342536,8.0
2344156,29.0
2357066,2.0
2359804,3.0
2365248,6.0
2335035,67.0
2321468,7.0
2365583,117.0
2334668,45.0
2334169,35.0
2353653,9.0
2349095,29.0
2355047,29.0
2365107,14.0
2336247,12.0
2335986,8.0
2351094,9.0
2319686,23.0
2349164,4.0
2364388,0.0
2341826,12.0
2345037,24.0
2345364,39.0
2341869,50.0
2321704,4.0
2363080,4.0
2321281,18.0
2340171,4.0
2343791,7.0
2350019,3.0
2346697,18.0
2340999,2.0
2318620,30.0
2318834,45.0
2349172,1.0
2351151,36.0
2336990,0.0
2338437,9.0
2340013,11.0
2338012,24.0
2320178,1.0
2344524,0.0
2343652,0.0
2341822,0.0
2353399,0.0
2363213,0.0
2354047,74.0
2361955,9.0
2364882,18.0
2354007,15.0
2354352,51.0
2365224,16.0
2337978,12.0
2353968,15.0
2341719,12.0
2333913,28.0
2336780,3.0
2337260,30.0
2344448,6.0
2351321,11.0
2337266,8.0
2336868,1.0
2358013,1.0
2356420,8.0
2334953,2.0
2365314,5.0
2360717,0.0
2354161,0.0
2360900,8.0
2361593,26.0
2320044,14.0
2320258,4.0
2365028,4.0
2346738,13.0
2350972,6.0
2345765,36.0
2351437,2.0
2345431,9.0
2362026,11.0
2350836,16.0
2350849,23.0
2342884,3.0
2337345,2.0
2346895,3.0
2341972,27.0
2318539,29.0
2365885,15.0
2347115,7.0
2358265,4.0
2340664,10.0
2352594,5.0
2361746,4.0
2334973,4.0
2337337,3.0
2350825,6.0
2361393,6.0
2357333,15.0
2350686,12.0
2317663,6.0
2317327,35.0
2319602,6.0
2335926,7.0
2347432,5.0
2352836,7.0
2350212,11.0
2320754,56.0
2333679,26.0
2360514,3.0
2365299,0.0
2333761,3.0
2335945,3.0
2347933,1.0
2349217,0.0
2358214,3.0
2333611,7.0
2362851,20.0
2336944,2.0
2345430,8.0
2362475,5.0
2320140,3.0
2362340,18.0
2338635,10.0
2335350,1.0
2317966,4.0
2334089,7.0
2352656,14.0
2340819,1.0
2340920,8.0
2336764,0.0
2344693,5.0
2353963,5.0
2319368,8.0
2365131,11.0
2318347,5.0
2353801,15.0
2348717,14.0
2358881,11.0
2355626,4.0
2350038,1.0
2355123,13.0
2336119,3.0
2338928,3.0
2343945,8.0
2363892,8.0
2341713,0.0
2359545,38.0
2363138,9.0
2336269,42.0
2351850,40.0
2350420,62.0
2337268,12.0
2340404,40.0
2363518,39.0
2361997,0.0
2342436,8.0
2346395,10.0
2349997,1.0
2364587,7.0
2336416,4.0
2346366,4.0
2316514,7.0
2355448,7.0
2336843,9.0
2341215,14.0
2348178,8.0
2322158,7.0
2341055,0.0
2317621,0.0
2351776,0.0
2343011,4.0
2343052,4.0
2341619,0.0
2321925,0.0
2322193,6.0
2361403,4.0
2337388,4.0
2361029,4.0
2359366,7.0
2336889,3.0
2344235,4.0
2316729,2.0
2358193,6.0
2365287,4.0
2332768,5.0
2343666,3.0
2355614,5.0
2363479,2.0
2363619,94.0
2363775,5.0
2346676,6.0
2345308,0.0
2354346,13.0
2340584,19.0
2335507,0.0
2353973,0.0
2354805,3.0
2334434,2.0
2333823,14.0
2340697,0.0
2335407,0.0
2353038,0.0
2353060,0.0
2355160,14.0
2356671,3.0
2358228,3.0
2365807,2.0
2358027,0.0
2322498,4.0
2351575,6.0
2364017,43.0
2362612,0.0
2334745,0.0
2350396,0.0
2347297,0.0
2360885,0.0
2348795,0.0
2322347,0.0
2344661,0.0
2317178,1.0
2352229,44.0
2345434,0.0
2316335,7.0
2341207,5.0
2334820,1.0
2359533,0.0
2337529,4.0
2319306,3.0
2349512,4.0
2339251,2.0
2357363,15.0
2360902,2.0
2342493,20.0
2361474,2.0
2360187,2.0
2318998,40.0
2354437,3.0
2350122,28.0
2343559,5.0
2340347,1.0
2343480,35.0
2345635,8.0
2334555,9.0
2349322,48.0
2359563,7.0
2357848,5.0
2353227,6.0
2355634,25.0
2334466,1.0
2322167,0.0
2363959,17.0
2320536,35.0
2361867,14.0
2336616,26.0
2343560,2.0
2335275,3.0
2335297,19.0
2335064,9.0
2333083,0.0
2335779,1.0
2335337,1.0
2349420,27.0
2333683,0.0
2345863,39.0
2348151,7.0
2346042,17.0
2348067,21.0
2347148,24.0
2342358,6.0
2365026,4.0
2364860,4.0
2344178,6.0
2344150,12.0
2358485,21.0
2350198,4.0
2334736,6.0
2353457,11.0
2339467,6.0
2353655,10.0
2332758,18.0
2345740,22.0
2318318,12.0
2344373,5.0
2344827,6.0
2347452,15.0
2363032,5.0
2359569,5.0
2340376,10.0
2340145,2.0
2363070,23.0
2339165,28.0
2343763,2.0
2359896,6.0
2359796,3.0
2341649,14.0
2349094,26.0
2337734,16.0
2355234,4.0
2341333,4.0
2338590,8.0
2319539,36.0
2361956,22.0
2347547,35.0
2346315,22.0
2321401,8.0
2346435,6.0
2355107,26.0
2316246,25.0
2339349,15.0
2316883,2.0
2319332,17.0
2349301,66.0
2363240,9.0
2316892,17.0
2352061,3.0
2352083,30.0
2352196,4.0
2316956,6.0
2350472,11.0
2338481,4.0
2344565,4.0
2349929,3.0
2320666,72.0
2340623,31.0
2352639,4.0
2349344,5.0
2348267,4.0
2319324,5.0
2354289,6.0
2354402,10.0
2348851,4.0
2365296,9.0
2345452,3.0
2354405,8.0
2347040,3.0
2362387,4.0
2336638,5.0
2360586,8.0
2359934,22.0
2357773,4.0
2348472,3.0
2348945,2.0
2333306,3.0
2353409,30.0
2365918,27.0
2365824,6.0
2321136,38.0
2363743,7.0
2363634,24.0
2343835,23.0
2342524,4.0
2363594,12.0
2352009,18.0
2341650,5.0
2349398,3.0
2317456,32.0
2319415,5.0
2333246,6.0
2319620,8.0
2353264,1.0
2350893,3.0
2357466,10.0
2358587,23.0
2346977,6.0
2333074,5.0
2333183,3.0
2317973,3.0
2333219,0.0
2349985,3.0
2333300,6.0
2354316,6.0
2347258,6.0
2346853,1.0
2349976,4.0
2349977,4.0
2333247,8.0
2349978,4.0
2346989,7.0
2350930,4.0
2322198,6.0
2362140,40.0
2361264,42.0
2358924,12.0
2321561,13.0
2361726,36.0
2344780,3.0
2318678,0.0
2344747,21.0
2340346,17.0
2361855,17.0
2320987,4.0
2350845,25.0
2341358,7.0
2354642,6.0
2335609,0.0
2361624,11.0
2346385,10.0
2363668,5.0
2336625,3.0
2334374,8.0
2334906,5.0
2362177,5.0
2316650,13.0
2358063,0.0
2358064,0.0
2346220,5.0
2351747,11.0
2348004,5.0
2351711,47.0
2352619,6.0
2360557,8.0
2363452,7.0
2334792,2.0
2347045,6.0
2334492,2.0
2340681,6.0
2335454,6.0
2356100,12.0
2356531,8.0
2317979,8.0
2341732,8.0
2345993,7.0
2344587,13.0
2348478,3.0
2338175,2.0
2348392,3.0
2320458,1.0
2352802,30.0
2350827,17.0
2344735,2.0
2346643,48.0
2340656,13.0
2358616,17.0
2359263,14.0
2365112,7.0
2364956,4.0
2365064,6.0
2363899,4.0
